age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit,segment,job_change,relocation,competitor_pricing_gap,upi_frequency_drop,app_login_decay,credit_card_count,avg_monthly_balance,loan_interest_rate
50,management,single,primary,no,106302.85,no,yes,cellular,21,may,669,6,281,4,success,yes,Salaried,0,0,-0.97,0.25,0.19,3,34774.29,0.0
30,technician,married,tertiary,no,459483.83,yes,no,unknown,31,jun,940,8,88,1,unknown,yes,Salaried,1,0,0.87,0.21,0.47,3,57636.11,0.0
48,technician,married,primary,no,325719.41,yes,yes,cellular,3,jun,2180,6,-1,0,unknown,yes,Salaried,0,0,0.1,0.38,0.0,2,28247.94,0.0
23,student,married,unknown,no,1854.2,no,no,unknown,20,nov,2020,4,-1,0,unknown,yes,Student,0,0,-1.72,0.36,0.49,0,997.18,0.0
57,entrepreneur,divorced,primary,no,229581.73,yes,yes,cellular,5,jan,1712,4,175,1,failure,yes,MSME,0,0,-1.24,0.24,0.51,1,99541.85,12.73
23,admin.,single,secondary,no,447814.87,no,no,cellular,21,may,1025,10,-1,0,unknown,yes,Salaried,0,0,-1.3,0.02,0.22,3,85910.86,0.0
29,technician,married,primary,no,474536.67,yes,yes,unknown,9,sep,1352,10,-1,0,unknown,no,Salaried,0,0,0.99,0.36,0.4,1,85295.57,0.0
49,entrepreneur,divorced,unknown,no,254759.33,yes,yes,unknown,9,dec,495,2,265,5,success,yes,MSME,0,0,-0.03,0.14,0.47,4,457838.18,13.55
46,blue-collar,divorced,unknown,no,4062.43,no,no,cellular,26,nov,1016,1,-1,0,unknown,no,Jan Dhan,0,0,0.33,0.79,0.24,0,584.98,0.0
40,management,married,tertiary,no,82553.98,yes,no,cellular,16,jul,1564,6,-1,0,unknown,yes,Salaried,0,0,-0.8,0.26,0.1,0,65067.25,0.0
21,services,divorced,secondary,no,362.07,no,no,cellular,6,nov,11,10,-1,0,unknown,no,Jan Dhan,0,0,0.58,0.89,0.29,0,982.7,0.0
36,management,divorced,secondary,no,107307.86,yes,no,telephone,31,sep,376,4,-1,0,unknown,no,Salaried,0,0,-1.45,0.01,0.06,2,58571.67,0.0
37,management,divorced,secondary,no,5216744.9,yes,no,telephone,27,dec,2388,8,-1,0,unknown,yes,HNI,0,0,-0.19,0.03,0.09,9,8376419.91,0.0
43,management,married,tertiary,no,28948272.21,yes,no,telephone,9,jun,1507,10,87,1,failure,yes,HNI,0,0,0.18,0.15,0.1,8,6150618.91,0.0
23,student,single,tertiary,no,779.06,no,no,cellular,20,feb,617,6,128,4,failure,yes,Student,0,0,0.05,0.46,0.59,0,662.45,0.0
25,blue-collar,single,primary,no,2677.05,no,no,unknown,21,aug,1968,1,-1,0,unknown,no,Jan Dhan,0,0,-1.17,0.87,0.23,0,1866.85,0.0
42,blue-collar,married,tertiary,no,6225.48,no,no,unknown,7,jan,817,9,-1,0,unknown,no,Jan Dhan,0,0,-0.88,0.72,0.22,0,4579.57,0.0
19,student,divorced,primary,no,4778.55,no,no,cellular,30,jan,1843,9,91,1,other,no,Student,0,0,0.74,0.5,0.53,0,586.48,0.0
34,admin.,married,secondary,no,493997.76,yes,yes,telephone,2,jul,869,9,119,5,success,yes,Salaried,1,0,-0.53,0.37,0.41,1,45715.75,0.0
39,entrepreneur,married,secondary,no,1074355.78,yes,yes,cellular,23,mar,1293,5,251,3,unknown,no,MSME,0,0,-0.15,0.67,0.58,4,231738.78,11.42
29,housemaid,single,secondary,no,1228.54,no,no,cellular,16,sep,1322,4,-1,0,unknown,no,Jan Dhan,0,0,-1.29,0.67,0.02,0,4562.83,0.0
36,entrepreneur,married,primary,no,1547688.0,yes,no,cellular,20,jul,2011,7,-1,0,unknown,yes,MSME,0,0,-0.35,0.22,0.18,4,264463.84,12.41
52,technician,married,unknown,no,347659.99,no,no,cellular,29,aug,1716,1,70,4,unknown,yes,Salaried,1,0,-0.77,0.08,0.39,3,75033.01,0.0
56,services,married,primary,no,7671.83,no,no,unknown,23,jan,482,4,-1,0,unknown,yes,Jan Dhan,1,0,0.64,0.87,0.13,0,437.16,0.0
35,entrepreneur,divorced,unknown,no,1309975.23,no,yes,telephone,2,apr,392,3,262,4,unknown,yes,MSME,0,0,-1.63,0.52,0.43,4,420123.59,11.89
32,management,single,secondary,no,98937.35,yes,no,unknown,31,aug,246,6,25,2,success,yes,Salaried,0,0,-0.55,0.17,0.36,2,88865.78,0.0
42,entrepreneur,single,secondary,no,175698.24,no,yes,cellular,17,jul,1707,8,-1,0,unknown,no,MSME,0,0,-0.84,0.44,0.36,4,170184.69,11.34
22,student,married,primary,no,2393.4,no,yes,cellular,29,oct,1476,3,210,2,other,yes,Student,0,0,-0.68,0.36,0.4,0,706.65,0.0
64,housemaid,divorced,secondary,no,9030.42,no,no,unknown,28,may,654,8,-1,0,unknown,no,Jan Dhan,0,0,-1.0,0.58,0.22,0,1284.05,0.0
51,management,divorced,primary,no,29838.05,yes,yes,cellular,13,aug,1748,2,38,3,failure,yes,Salaried,0,0,-0.52,0.11,0.14,0,83612.89,0.0
29,housemaid,divorced,primary,no,9352.36,yes,no,unknown,25,apr,508,5,-1,0,unknown,no,Jan Dhan,0,0,-1.9,0.85,0.12,0,4964.13,0.0
67,management,divorced,secondary,no,28567544.3,yes,yes,unknown,7,sep,2235,8,79,5,unknown,yes,HNI,0,0,0.37,0.1,0.03,8,6429410.58,0.0
34,blue-collar,divorced,primary,no,8755.43,no,no,unknown,18,feb,2639,9,-1,0,unknown,no,Jan Dhan,1,1,0.93,0.69,0.23,0,182.18,0.0
31,management,married,tertiary,no,481744.79,yes,no,cellular,11,feb,229,2,-1,0,unknown,no,Salaried,0,0,-1.66,0.38,0.13,0,91427.82,0.0
20,services,single,secondary,no,5056.92,yes,no,unknown,11,oct,778,5,263,2,failure,yes,Jan Dhan,0,1,-0.01,0.74,0.05,0,1321.98,0.0
59,entrepreneur,single,unknown,no,1558950.05,yes,yes,telephone,9,nov,647,3,144,0,unknown,no,MSME,0,0,0.92,0.41,0.55,5,313148.41,9.46
73,retired,single,primary,no,40290364.38,yes,no,cellular,30,aug,943,6,-1,0,unknown,yes,HNI,0,0,-0.22,0.04,0.09,8,8681591.1,0.0
45,management,married,unknown,no,243827.19,no,yes,unknown,9,jun,1303,1,42,5,other,yes,Salaried,0,0,-0.66,0.27,0.23,0,93183.61,0.0
52,housemaid,single,unknown,no,9699.44,no,no,cellular,18,apr,1593,8,-1,0,unknown,yes,Jan Dhan,0,0,-0.44,0.54,0.13,0,3329.52,0.0
58,technician,single,primary,no,362816.36,yes,no,cellular,9,apr,269,7,-1,0,unknown,no,Salaried,0,0,-0.31,0.29,0.19,1,81307.33,0.0
21,services,married,tertiary,no,8449.71,no,no,cellular,13,may,1579,3,239,3,other,no,Jan Dhan,0,0,-1.41,0.79,0.13,0,2174.13,0.0
52,management,single,primary,no,270309.38,yes,no,cellular,22,nov,388,3,251,2,other,yes,Salaried,0,1,-0.42,0.15,0.23,3,57857.58,0.0
53,services,married,secondary,no,9895.82,no,no,cellular,11,may,2706,2,-1,0,unknown,no,Jan Dhan,0,1,-0.92,0.5,0.03,0,4374.26,0.0
54,admin.,divorced,unknown,no,493605.42,yes,yes,unknown,14,jan,1500,2,-1,0,unknown,yes,Salaried,0,0,-1.36,0.24,0.25,3,86699.02,0.0
57,housemaid,married,secondary,no,1333.96,no,no,cellular,2,jan,2356,9,-1,0,unknown,yes,Jan Dhan,0,0,-0.79,0.86,0.02,0,2508.51,0.0
32,services,single,primary,no,2181.19,no,no,cellular,23,oct,1382,9,-1,0,unknown,yes,Jan Dhan,0,0,0.48,0.42,0.02,0,4457.11,0.0
60,entrepreneur,married,primary,no,1254585.37,no,yes,cellular,11,nov,660,9,185,4,failure,yes,MSME,0,0,-1.72,0.28,0.19,2,175645.57,9.03
51,entrepreneur,single,primary,no,1285338.91,yes,yes,unknown,24,dec,2234,4,290,5,success,yes,MSME,0,0,-0.53,0.23,0.16,5,414196.62,8.19
18,student,divorced,primary,no,1475.23,no,no,cellular,10,may,968,4,-1,0,unknown,yes,Student,0,0,-0.23,0.37,0.41,0,1284.08,0.0
27,technician,married,secondary,no,120877.86,yes,yes,cellular,9,aug,1625,8,-1,0,unknown,yes,Salaried,0,0,-0.78,0.36,0.01,0,37043.63,0.0
19,student,married,tertiary,no,1635.65,no,yes,cellular,3,dec,2366,5,-1,0,unknown,no,Student,0,0,0.18,0.57,0.32,0,817.63,0.0
18,student,married,primary,no,1033.29,no,no,unknown,5,jul,932,3,-1,0,unknown,no,Student,0,0,0.3,0.36,0.86,0,1574.85,0.0
38,services,divorced,secondary,no,8205.7,no,no,cellular,5,dec,2730,3,235,2,unknown,yes,Jan Dhan,0,0,0.72,0.85,0.13,0,4194.11,0.0
24,student,divorced,tertiary,no,4963.73,no,no,cellular,19,jun,293,8,221,1,failure,no,Student,0,0,-0.56,0.75,0.74,0,1032.43,0.0
56,management,single,unknown,no,215405.46,no,no,unknown,25,jul,2455,1,284,5,unknown,no,Salaried,1,0,-0.16,0.13,0.33,0,88408.06,0.0
57,retired,divorced,unknown,no,46476100.23,yes,no,cellular,30,jan,541,9,-1,0,unknown,no,HNI,0,0,-0.4,0.03,0.0,4,8394819.13,0.0
18,student,single,unknown,no,1354.4,no,no,unknown,14,aug,1377,1,153,3,failure,no,Student,0,0,-1.85,0.52,0.77,0,1626.46,0.0
54,entrepreneur,single,tertiary,no,1341535.46,yes,yes,cellular,15,may,1839,7,-1,0,unknown,no,MSME,0,1,0.12,0.52,0.58,1,461889.79,9.12
23,student,married,primary,no,2726.29,no,yes,cellular,12,may,581,6,37,5,unknown,no,Student,0,0,-1.95,0.56,0.81,0,1230.22,0.0
36,technician,single,primary,no,290399.25,yes,yes,cellular,24,dec,2174,4,-1,0,unknown,no,Salaried,0,0,0.31,0.39,0.33,2,70681.73,0.0
52,technician,divorced,unknown,no,455570.8,no,yes,unknown,16,sep,460,1,-1,0,unknown,yes,Salaried,0,0,-0.98,0.18,0.49,0,89505.26,0.0
18,student,divorced,secondary,no,1087.97,no,no,cellular,7,sep,501,7,-1,0,unknown,no,Student,0,0,-1.25,0.8,0.9,0,1377.68,0.0
28,unemployed,single,tertiary,no,5233.97,no,no,unknown,6,may,1850,10,-1,0,unknown,no,Jan Dhan,0,0,0.8,0.61,0.29,0,3878.41,0.0
33,technician,married,primary,no,191750.26,yes,yes,cellular,23,jun,1113,9,226,0,unknown,yes,Salaried,0,0,0.5,0.32,0.1,1,84612.9,0.0
57,blue-collar,divorced,secondary,no,6771.47,no,no,unknown,31,jan,2211,3,-1,0,unknown,no,Jan Dhan,0,0,-1.63,0.56,0.08,0,543.72,0.0
33,management,married,unknown,no,343559.84,yes,no,cellular,9,feb,1165,6,234,3,other,yes,Salaried,0,0,-0.63,0.12,0.32,3,69914.35,0.0
42,services,married,unknown,no,7683.83,no,no,cellular,18,aug,972,4,-1,0,unknown,yes,Jan Dhan,0,0,0.91,0.82,0.24,0,1931.96,0.0
21,housemaid,divorced,unknown,no,8302.71,no,no,unknown,7,feb,1048,4,297,4,other,yes,Jan Dhan,0,0,-0.02,0.82,0.25,0,1000.59,0.0
51,technician,single,unknown,no,305609.51,yes,no,cellular,26,feb,1085,2,254,2,unknown,yes,Salaried,0,0,-0.02,0.02,0.33,1,18202.92,0.0
43,technician,divorced,unknown,no,184899.95,yes,no,cellular,3,jul,1102,5,229,4,failure,yes,Salaried,0,0,-0.16,0.19,0.27,1,21109.66,0.0
23,blue-collar,divorced,tertiary,no,5143.26,no,no,unknown,31,dec,1280,3,23,5,unknown,yes,Jan Dhan,0,0,0.1,0.77,0.24,0,4217.75,0.0
28,technician,divorced,unknown,no,16211.92,no,no,cellular,6,apr,2533,3,-1,0,unknown,yes,Salaried,1,0,0.43,0.28,0.26,3,52815.62,0.0
22,student,married,tertiary,no,3071.55,no,no,cellular,19,jun,84,9,58,2,success,no,Student,0,0,0.65,0.46,0.68,0,653.09,0.0
46,management,married,secondary,no,59969.68,yes,yes,telephone,27,may,2819,8,6,3,failure,yes,Salaried,0,0,-1.33,0.37,0.32,1,94792.94,0.0
51,technician,single,primary,no,459197.34,yes,no,cellular,27,sep,2348,9,-1,0,unknown,yes,Salaried,0,0,-0.48,0.21,0.23,0,45622.89,0.0
41,housemaid,married,unknown,no,7565.65,no,no,cellular,24,mar,556,2,73,2,success,no,Jan Dhan,0,0,0.76,0.89,0.05,0,4406.73,0.0
29,technician,single,secondary,no,196372.66,yes,no,cellular,27,feb,2837,5,182,5,other,no,Salaried,0,0,-0.59,0.08,0.16,2,43728.21,0.0
43,unemployed,divorced,secondary,no,5917.51,no,no,telephone,2,sep,805,9,-1,0,unknown,yes,Jan Dhan,0,0,0.12,0.78,0.27,0,486.03,0.0
22,student,divorced,unknown,no,455.34,no,no,cellular,1,jun,1796,2,5,1,unknown,no,Student,0,0,-0.74,0.32,0.84,1,1056.73,0.0
48,management,married,unknown,no,39283740.12,yes,yes,unknown,24,apr,1804,10,-1,0,unknown,yes,HNI,0,0,-0.49,0.03,0.05,5,7582813.27,0.0
35,housemaid,single,secondary,no,1176.39,no,no,unknown,6,nov,273,3,146,2,other,no,Jan Dhan,1,0,-0.3,0.81,0.11,0,3444.33,0.0
44,blue-collar,married,tertiary,no,3117.19,no,no,unknown,24,mar,1846,8,-1,0,unknown,yes,Jan Dhan,0,0,-1.14,0.4,0.16,0,1112.27,0.0
47,entrepreneur,single,secondary,no,159913.77,no,yes,cellular,18,jan,2255,7,-1,0,unknown,no,MSME,0,0,-0.08,0.25,0.58,4,421038.0,11.94
48,management,divorced,unknown,no,151144.68,yes,no,cellular,9,may,1577,10,252,2,unknown,yes,Salaried,0,0,0.96,0.37,0.35,3,29353.67,0.0
51,entrepreneur,divorced,unknown,no,310192.01,yes,yes,cellular,28,nov,2293,2,-1,0,unknown,no,MSME,0,0,-0.65,0.17,0.34,4,287645.21,13.69
56,admin.,single,unknown,no,444041.93,no,no,cellular,16,feb,1132,2,-1,0,unknown,yes,Salaried,0,0,-0.52,0.2,0.42,2,48636.75,0.0
49,entrepreneur,married,primary,no,59593.69,yes,yes,unknown,18,aug,264,2,133,0,unknown,yes,MSME,0,0,-0.92,0.44,0.58,5,153640.62,12.76
54,housemaid,married,unknown,no,8299.03,yes,no,cellular,9,dec,289,6,184,0,unknown,no,Jan Dhan,0,0,-1.79,0.58,0.1,0,2366.07,0.0
73,retired,divorced,primary,no,38187104.92,yes,yes,unknown,23,jan,1044,1,7,3,other,yes,HNI,0,0,-0.31,0.19,0.09,7,6723907.13,0.0
36,admin.,divorced,unknown,no,329915.79,yes,no,cellular,28,feb,2010,6,292,1,unknown,yes,Salaried,0,0,-1.18,0.21,0.42,0,97327.09,0.0
47,technician,single,secondary,no,100685.4,no,yes,cellular,5,aug,2862,6,34,5,other,yes,Salaried,0,0,-1.14,0.15,0.46,0,69269.86,0.0
55,technician,divorced,tertiary,no,369963.76,no,no,cellular,3,aug,132,1,-1,0,unknown,yes,Salaried,0,0,0.57,0.16,0.02,2,44725.15,0.0
44,management,divorced,unknown,no,461571.44,no,no,cellular,13,jan,711,1,294,1,success,no,Salaried,0,0,-1.85,0.34,0.25,3,28801.66,0.0
64,services,divorced,tertiary,no,3499.18,no,no,cellular,17,sep,2576,7,-1,0,unknown,no,Jan Dhan,0,1,-0.64,0.43,0.26,0,3819.17,0.0
23,student,married,secondary,no,2698.38,no,yes,unknown,12,aug,1478,7,19,4,other,no,Student,0,0,-1.1,0.53,0.62,0,1939.54,0.0
25,technician,single,unknown,no,482847.7,yes,yes,telephone,17,jun,1873,6,105,3,other,yes,Salaried,0,0,-1.46,0.0,0.11,2,60105.55,0.0
45,technician,divorced,secondary,no,34410.47,no,no,cellular,28,jul,1874,3,228,3,failure,no,Salaried,0,0,0.6,0.06,0.3,1,97587.41,0.0
38,management,single,unknown,no,467361.43,no,no,unknown,31,dec,2193,10,4,1,success,no,Salaried,0,1,0.11,0.09,0.24,1,20267.56,0.0
24,student,divorced,unknown,no,4947.35,no,no,unknown,14,sep,2503,8,-1,0,unknown,yes,Student,0,0,0.8,0.75,0.5,0,941.68,0.0
59,management,divorced,secondary,no,436886.04,yes,yes,telephone,9,feb,2413,9,-1,0,unknown,yes,Salaried,0,0,-0.2,0.28,0.39,0,15810.94,0.0
49,management,married,unknown,no,299737.28,yes,yes,unknown,3,jun,1877,9,-1,0,unknown,yes,Salaried,0,0,0.54,0.07,0.19,2,29307.19,0.0
33,entrepreneur,married,tertiary,no,1501194.47,yes,no,cellular,15,dec,2856,10,160,3,other,yes,MSME,0,0,-0.59,0.22,0.4,4,276911.47,13.58
36,blue-collar,single,primary,no,6245.85,no,no,cellular,18,jan,646,6,121,1,other,no,Jan Dhan,1,0,0.46,0.72,0.04,0,1758.02,0.0
28,admin.,married,tertiary,no,137759.4,no,no,unknown,12,dec,68,6,69,1,unknown,yes,Salaried,0,0,-0.04,0.32,0.25,3,56056.98,0.0
34,housemaid,single,secondary,no,1589.3,yes,no,cellular,29,sep,1543,5,125,4,other,yes,Jan Dhan,0,0,-1.49,0.68,0.18,0,197.46,0.0
43,technician,married,tertiary,no,447991.77,no,no,cellular,22,oct,1377,8,202,3,unknown,no,Salaried,1,0,0.33,0.26,0.42,1,60761.75,0.0
29,entrepreneur,single,unknown,no,259017.5,yes,no,cellular,31,feb,2025,9,267,4,failure,no,MSME,0,0,0.46,0.7,0.26,3,137294.01,12.55
30,technician,single,unknown,no,480948.54,yes,no,cellular,12,jun,1179,3,-1,0,unknown,no,Salaried,0,0,-0.54,0.4,0.47,3,95003.24,0.0
65,entrepreneur,divorced,secondary,no,1389065.87,yes,yes,cellular,10,mar,1417,10,-1,0,unknown,no,MSME,0,0,-1.12,0.5,0.52,5,91083.75,8.95
19,student,married,unknown,no,4171.93,no,no,cellular,9,nov,2484,8,-1,0,unknown,no,Student,0,0,-1.87,0.71,0.64,0,662.99,0.0
37,unemployed,married,tertiary,no,2422.35,yes,no,cellular,27,apr,1917,5,-1,0,unknown,yes,Jan Dhan,0,0,-0.37,0.72,0.07,0,3056.96,0.0
26,blue-collar,married,tertiary,no,6005.61,no,no,cellular,28,apr,229,5,-1,0,unknown,no,Jan Dhan,0,0,-0.79,0.45,0.13,0,705.66,0.0
24,technician,divorced,primary,no,409004.44,yes,no,cellular,3,feb,447,3,-1,0,unknown,no,Salaried,0,0,-1.2,0.1,0.04,3,38146.47,0.0
29,admin.,single,primary,no,389270.12,yes,no,cellular,4,apr,420,8,55,0,unknown,yes,Salaried,0,0,0.43,0.32,0.07,0,53424.41,0.0
34,services,divorced,unknown,no,6066.27,no,no,unknown,4,aug,338,9,161,0,unknown,no,Jan Dhan,0,0,-1.65,0.42,0.26,0,531.51,0.0
55,admin.,divorced,tertiary,no,188745.67,yes,no,unknown,17,apr,325,1,-1,0,unknown,yes,Salaried,0,0,0.45,0.01,0.35,1,30611.94,0.0
22,student,divorced,secondary,no,277.42,no,no,telephone,7,feb,482,9,-1,0,unknown,no,Student,0,0,-0.26,0.4,0.75,0,1063.69,0.0
42,services,single,tertiary,no,3416.72,no,no,cellular,11,jun,815,9,-1,0,unknown,yes,Jan Dhan,0,0,-0.29,0.68,0.02,0,3625.87,0.0
53,housemaid,single,unknown,no,944.6,no,no,cellular,9,jun,2158,2,-1,0,unknown,yes,Jan Dhan,0,1,-1.42,0.88,0.14,0,1221.16,0.0
40,management,divorced,primary,no,308200.89,yes,no,cellular,23,aug,2196,6,182,3,success,yes,Salaried,0,0,-0.34,0.16,0.38,1,56242.36,0.0
35,technician,married,primary,no,14094.24,yes,yes,cellular,27,jun,2455,10,-1,0,unknown,yes,Salaried,0,0,-0.43,0.05,0.46,3,38390.36,0.0
52,technician,divorced,tertiary,no,480928.56,yes,no,cellular,29,jan,1373,1,171,4,unknown,no,Salaried,0,0,-0.06,0.24,0.17,1,31212.85,0.0
25,housemaid,married,tertiary,no,4771.25,yes,no,cellular,25,mar,2170,10,-1,0,unknown,yes,Jan Dhan,0,0,-1.67,0.69,0.01,0,1087.16,0.0
25,student,married,tertiary,no,3084.72,no,yes,unknown,31,jan,2940,5,-1,0,unknown,no,Student,0,0,-1.38,0.61,0.65,0,1980.09,0.0
20,blue-collar,married,unknown,no,5081.61,no,no,unknown,23,jun,1663,7,189,5,success,yes,Jan Dhan,0,0,0.08,0.78,0.28,0,2678.19,0.0
42,housemaid,single,unknown,no,5184.91,no,no,cellular,12,sep,2756,5,33,2,unknown,yes,Jan Dhan,0,0,0.94,0.53,0.19,0,60.23,0.0
34,admin.,divorced,secondary,no,286171.19,yes,no,telephone,16,aug,2846,1,-1,0,unknown,yes,Salaried,0,0,-0.04,0.35,0.11,1,94338.09,0.0
55,blue-collar,divorced,tertiary,no,2378.73,no,no,telephone,10,nov,474,5,-1,0,unknown,yes,Jan Dhan,0,0,-0.91,0.58,0.18,0,2086.06,0.0
57,entrepreneur,single,tertiary,no,727053.45,yes,yes,unknown,5,jan,718,5,-1,0,unknown,no,MSME,0,0,-1.46,0.11,0.39,3,459467.26,9.75
51,technician,single,unknown,no,114074.8,no,no,cellular,12,sep,2017,6,282,5,other,no,Salaried,0,0,-0.58,0.04,0.13,1,70772.31,0.0
25,services,divorced,unknown,no,2797.2,no,no,unknown,27,dec,2012,5,-1,0,unknown,yes,Jan Dhan,0,0,-0.3,0.43,0.12,0,2677.51,0.0
18,student,divorced,unknown,no,2388.88,no,no,cellular,13,mar,2197,2,-1,0,unknown,no,Student,1,0,-0.87,0.26,0.74,0,1662.86,0.0
36,admin.,single,unknown,no,66132.35,no,no,unknown,17,feb,2726,4,176,5,success,yes,Salaried,1,0,0.88,0.16,0.37,0,99102.01,0.0
59,admin.,married,tertiary,no,362488.14,yes,no,cellular,8,jun,350,9,231,1,failure,yes,Salaried,1,0,-0.63,0.03,0.49,0,57796.58,0.0
47,management,divorced,tertiary,no,294583.97,yes,yes,cellular,6,jun,1376,8,178,5,failure,yes,Salaried,0,0,0.48,0.37,0.47,0,33454.38,0.0
46,blue-collar,divorced,primary,no,3059.43,no,no,cellular,8,dec,2021,1,67,0,unknown,no,Jan Dhan,0,0,-0.06,0.55,0.01,0,894.3,0.0
58,technician,divorced,unknown,no,247098.42,yes,yes,cellular,14,aug,2814,2,-1,0,unknown,yes,Salaried,0,0,-0.33,0.36,0.42,2,65080.88,0.0
23,student,divorced,tertiary,no,3309.79,no,no,unknown,5,jun,2586,3,218,0,unknown,yes,Student,0,0,-0.16,0.78,0.36,0,1337.85,0.0
19,student,single,unknown,no,3192.46,no,no,unknown,31,nov,2484,2,228,3,success,no,Student,0,0,-1.84,0.37,0.85,0,1037.27,0.0
28,unemployed,married,secondary,no,3424.06,no,no,unknown,6,sep,1320,10,-1,0,unknown,no,Jan Dhan,0,0,-0.41,0.76,0.16,0,3888.76,0.0
55,management,married,secondary,no,278962.86,yes,no,telephone,13,dec,2381,3,37,3,success,yes,Salaried,0,0,-0.53,0.33,0.27,2,79663.29,0.0
33,blue-collar,divorced,tertiary,no,8425.76,no,no,cellular,12,feb,2725,8,-1,0,unknown,no,Jan Dhan,0,0,0.15,0.63,0.04,0,139.12,0.0
50,retired,single,secondary,no,5647548.59,no,no,cellular,18,aug,1178,3,67,2,other,yes,HNI,0,0,-1.65,0.17,0.05,7,5994901.61,0.0
39,admin.,single,primary,no,67059.52,no,no,telephone,30,aug,1741,4,231,1,other,yes,Salaried,0,0,-0.17,0.0,0.28,2,93667.17,0.0
54,management,divorced,primary,no,15020786.43,yes,yes,cellular,31,jan,257,5,16,1,success,yes,HNI,1,0,0.06,0.17,0.04,3,3751522.62,0.0
41,management,single,tertiary,no,167115.59,no,no,cellular,9,jan,1667,1,11,1,other,yes,Salaried,0,0,0.69,0.32,0.2,2,22417.23,0.0
43,entrepreneur,single,tertiary,no,1962674.16,yes,yes,cellular,8,oct,1805,9,108,0,unknown,yes,MSME,0,0,-1.84,0.1,0.18,4,488004.98,10.96
48,unemployed,single,unknown,no,71.7,no,no,cellular,22,apr,2309,8,-1,0,unknown,no,Jan Dhan,1,0,-0.65,0.48,0.02,0,517.43,0.0
63,blue-collar,married,unknown,no,3534.14,no,no,cellular,24,jul,599,8,-1,0,unknown,no,Jan Dhan,0,0,-1.86,0.59,0.28,0,1273.62,0.0
47,management,single,unknown,no,130176.83,yes,no,unknown,6,apr,1009,6,191,4,other,no,Salaried,0,0,0.12,0.23,0.11,1,99195.47,0.0
34,technician,married,secondary,no,387227.92,yes,no,cellular,14,apr,2600,10,165,5,failure,no,Salaried,1,0,-1.6,0.15,0.34,2,40843.29,0.0
39,technician,married,secondary,no,256466.01,no,no,unknown,31,dec,1684,7,-1,0,unknown,yes,Salaried,0,0,0.6,0.3,0.05,2,23578.32,0.0
57,management,married,primary,no,185492.18,yes,no,unknown,2,feb,475,2,-1,0,unknown,yes,Salaried,0,0,-0.91,0.38,0.16,3,71014.98,0.0
62,entrepreneur,married,primary,no,496252.61,no,yes,cellular,16,may,1388,7,125,3,other,no,MSME,0,0,-0.35,0.14,0.32,1,290669.78,8.61
24,management,married,secondary,no,115301.72,no,no,telephone,3,aug,2277,3,240,0,unknown,yes,Salaried,0,0,0.09,0.02,0.05,3,92246.13,0.0
21,student,single,secondary,no,927.93,no,no,cellular,29,apr,889,5,-1,0,unknown,no,Student,0,0,-1.57,0.63,0.35,0,635.91,0.0
19,student,married,secondary,no,4122.19,no,no,cellular,25,apr,880,7,-1,0,unknown,yes,Student,0,0,0.91,0.37,0.67,0,753.82,0.0
60,technician,divorced,tertiary,no,294216.11,yes,no,cellular,25,aug,2866,2,-1,0,unknown,yes,Salaried,0,0,-0.51,0.33,0.07,3,16617.43,0.0
59,entrepreneur,married,secondary,no,989064.57,no,yes,unknown,30,oct,1795,7,-1,0,unknown,yes,MSME,0,0,-0.58,0.27,0.16,4,295309.91,13.97
38,entrepreneur,single,secondary,no,146828.39,yes,yes,telephone,20,feb,822,2,-1,0,unknown,no,MSME,0,0,-0.65,0.57,0.33,2,371261.0,10.72
43,entrepreneur,single,unknown,no,1925268.95,yes,yes,unknown,7,nov,2534,3,195,4,unknown,no,MSME,0,0,-0.29,0.26,0.17,2,121582.09,13.83
29,housemaid,divorced,unknown,no,9887.94,no,no,cellular,19,may,2198,5,-1,0,unknown,yes,Jan Dhan,0,0,-0.51,0.68,0.21,0,1570.22,0.0
40,technician,divorced,primary,no,187663.76,yes,no,cellular,11,jun,223,7,-1,0,unknown,yes,Salaried,0,0,0.16,0.1,0.49,3,41023.66,0.0
28,services,divorced,tertiary,no,9562.12,no,no,unknown,11,feb,1234,10,188,1,other,yes,Jan Dhan,0,0,-1.9,0.42,0.2,0,3854.36,0.0
48,admin.,single,unknown,no,168950.86,yes,yes,cellular,24,nov,910,2,-1,0,unknown,yes,Salaried,0,0,0.79,0.24,0.44,3,53058.3,0.0
45,blue-collar,married,primary,no,3243.05,no,no,cellular,29,mar,112,3,-1,0,unknown,no,Jan Dhan,0,0,0.31,0.82,0.21,0,4297.38,0.0
45,unemployed,married,secondary,no,5928.34,no,no,cellular,12,jul,2805,7,190,4,unknown,yes,Jan Dhan,0,0,-1.84,0.77,0.17,0,1944.44,0.0
18,student,married,tertiary,no,3950.16,no,yes,cellular,24,dec,2420,10,-1,0,unknown,no,Student,0,0,-1.21,0.76,0.7,0,1852.58,0.0
48,blue-collar,married,primary,no,1745.48,no,no,cellular,21,mar,2114,8,182,1,unknown,yes,Jan Dhan,0,0,-1.09,0.58,0.25,0,2229.7,0.0
71,self-employed,single,primary,no,33875006.15,yes,no,cellular,13,dec,1336,8,280,4,success,yes,HNI,0,0,0.27,0.11,0.06,2,3945695.89,0.0
